,codigo_ocorrencia,codigo_ocorrencia1,codigo_ocorrencia2,codigo_ocorrencia3,codigo_ocorrencia4,ocorrencia_classificacao,ocorrencia_latitude,ocorrencia_longitude,ocorrencia_cidade,ocorrencia_uf,ocorrencia_pais,ocorrencia_aerodromo,ocorrencia_dia,ocorrencia_hora,investigacao_aeronave_liberada,investigacao_status,divulgacao_relatorio_numero,divulgacao_relatorio_publicado,divulgacao_dia_publicacao,total_recomendacoes,total_aeronaves_envolvidas,ocorrencia_saida_pista,ano,fator_nome,total_fatores,fator_humano,fator_operacional,fator_material,fator_metereologico,fator_outro
194,44656,44656,44656,44656,44656,INCIDENTE GRAVE,-19.8263888889,-40.7388888889,ARACRUZ,ES,BRASIL,****,18/06/2011,09:06:00,SIM,ATIVA,IG-551/CENIPA/2016,SIM,2019-10-28,1,1,SIM,2011,"APLICAÇÃO DE COMANDOS,CONDIÇÕES METEOROLÓGICAS ADVERSAS,INDISCIPLINA DE VOO,JULGAMENTO DE PILOTAGEM",4,0,3,0,1,0
195,44660,44660,44660,44660,44660,ACIDENTE,-16.6455555556,-39.095,PORTO SEGURO,BA,BRASIL,****,17/06/2011,21:49:00,SIM,FINALIZADA,A-092/CENIPA/2012,SIM,2012-08-07,9,1,NÃO,2011,"ATENÇÃO,ATITUDE,CONDIÇÕES METEOROLÓGICAS ADVERSAS,ESTADO EMOCIONAL,ESTRESSE,FORMAÇÃO, CAPACITAÇÃO E TREINAMENTO,INDISCIPLINA DE VOO,JULGAMENTO DE PILOTAGEM,MOTIVAÇÃO,OUTRO FATOR,PERCEPÇÃO,PLANEJAMENTO DE VOO,PLANEJAMENTO GERENCIAL,PROCESSO DECISÓRIO,RELAÇÕES INTERPESSOAIS,SISTEMAS DE APOIO,SOBRECARGA DE TAREFAS,SUPERVISÃO GERENCIAL",18,11,5,0,1,1
196,44661,44661,44661,44661,44661,INCIDENTE GRAVE,-23.1344444444,-43.4052777778,RIO DE JANEIRO,RJ,BRASIL,****,17/06/2011,11:59:00,SIM,FINALIZADA,IG-011/CENIPA/2013,SIM,2013-09-19,10,1,NÃO,2011,"APLICAÇÃO DE COMANDOS,CONHECIMENTO DE NORMAS (ATS),COORDENAÇÃO DE CABINE,FORMAÇÃO, CAPACITAÇÃO E TREINAMENTO,OUTRO FATOR",5,1,3,0,0,1
197,44775,44775,44775,44775,44775,ACIDENTE,0.8033333333,-55.905,ÓBIDOS,PA,BRASIL,****,01/07/2011,19:25:00,SIM,FINALIZADA,A-104/CENIPA/2012,SIM,2012-09-20,5,1,NÃO,2011,"ATENÇÃO,CONDIÇÕES METEOROLÓGICAS ADVERSAS,CULTURA ORGANIZACIONAL,ESTADO EMOCIONAL,JULGAMENTO DE PILOTAGEM,MOTIVAÇÃO,PLANEJAMENTO DE VOO,PROCESSO DECISÓRIO,SUPERVISÃO GERENCIAL",9,5,3,0,1,0
198,44796,44796,44796,44796,44796,ACIDENTE,-8.1522222222,34.9094444444,RECIFE,PE,BRASIL,SBRF,13/07/2011,09:54:00,SIM,FINALIZADA,A-019/CENIPA/2013,SIM,2013-07-18,23,1,NÃO,2011,"ANSIEDADE,APLICAÇÃO DE COMANDOS,ATITUDE,COORDENAÇÃO DE CABINE,CULTURA DO GRUPO DE TRABALHO,CULTURA ORGANIZACIONAL,DINÂMICA DE EQUIPE,ESQUECIMENTO DO PILOTO,ESTADO EMOCIONAL,ESTRESSE,FABRICAÇÃO,FORMAÇÃO, CAPACITAÇÃO E TREINAMENTO,INSTRUÇÃO,JULGAMENTO DE PILOTAGEM,PROCESSO DECISÓRIO,PROJETO,RELAÇÕES INTERPESSOAIS,SUPERVISÃO GERENCIAL",18,10,6,2,0,0
199,44817,44817,44817,44817,44817,ACIDENTE,-8.7936111111,-63.8580555556,PORTO VELHO,RO,BRASIL,SWRO,12/07/2011,21:20:00,SIM,FINALIZADA,A-019/CENIPA/2014,SIM,2014-06-02,2,1,NÃO,2011,"APLICAÇÃO DE COMANDOS,COORDENAÇÃO DE CABINE,INSTRUÇÃO,JULGAMENTO DE PILOTAGEM,PLANEJAMENTO DE VOO,POUCA EXPERIÊNCIA DO PILOTO,SUPERVISÃO GERENCIAL",7,0,7,0,0,0
200,44837,44837,44837,44837,44837,ACIDENTE,-16.0455555556,-57.635,CÁCERES,MT,BRASIL,SWKC,14/07/2011,10:30:00,SIM,FINALIZADA,A-093/CENIPA/2012,SIM,2012-08-29,1,1,NÃO,2011,"JULGAMENTO DE PILOTAGEM,PLANEJAMENTO DE VOO",2,0,2,0,0,0
201,44838,44838,44838,44838,44838,ACIDENTE,-14.815,-39.0333333333,ILHÉUS,BA,BRASIL,SBIL,14/07/2011,00:35:00,SIM,FINALIZADA,A-116/CENIPA/2012,SIM,2012-10-17,6,1,SIM,2011,"APLICAÇÃO DE COMANDOS,MANUTENÇÃO DE AERONAVE,OUTRO FATOR,SUPERVISÃO GERENCIAL",4,0,3,0,0,1
202,44853,44853,44853,44853,44853,ACIDENTE,23.3944444444,46.8180555556,CAJAMAR,SP,BRASIL,****,18/07/2011,12:50:00,SIM,FINALIZADA,A-516/CENIPA/2016,SIM,2016-06-23,2,1,NÃO,2011,"APLICAÇÃO DE COMANDOS,ATENÇÃO,FORMAÇÃO, CAPACITAÇÃO E TREINAMENTO,INSTRUÇÃO,PERCEPÇÃO,PROCESSO DECISÓRIO,SUPERVISÃO GERENCIAL",7,4,3,0,0,0
203,44855,44855,44855,44855,44855,ACIDENTE,-26.55,-49.0833333333,JARAGUÁ DO SUL,SC,BRASIL,****,15/07/2011,12:25:00,SIM,FINALIZADA,A-543CENIPA2015,SIM,2016-11-11,1,1,NÃO,2011,"ATITUDE,CLIMA ORGANIZACIONAL,CONDIÇÕES METEOROLÓGICAS ADVERSAS,ESTRESSE,MOTIVAÇÃO,PERCEPÇÃO,PLANEJAMENTO DE VOO,PROCESSO DECISÓRIO,RELAÇÕES INTERPESSOAIS",9,7,1,0,1,0
204,44879,44879,44879,44879,44879,ACIDENTE,-23.5083333333,-46.7972222222,OSASCO,SP,BRASIL,****,25/07/2011,17:25:00,SIM,FINALIZADA,A-523/CENIPA/2014,SIM,2014-08-22,0,1,NÃO,2011,"INSTRUÇÃO,POUCA EXPERIÊNCIA DO PILOTO",2,0,2,0,0,0
205,44881,44881,44881,44881,44881,ACIDENTE,-25.1877777778,-50.1444444444,PONTA GROSSA,PR,BRASIL,SSZW,20/07/2011,20:00:00,SIM,ATIVA,A-520/CENIPA/2017,SIM,2017-12-30,1,1,NÃO,2011,"APLICAÇÃO DE COMANDOS,COMUNICAÇÃO,COORDENAÇÃO DE CABINE,DINÂMICA DE EQUIPE,OUTRO FATOR,POUCA EXPERIÊNCIA DO PILOTO",6,2,3,0,0,1
206,44885,44885,44885,44885,44885,ACIDENTE,"-19,9625","-43,9703",BELO HORIZONTE,MG,BRASIL,****,02/08/2011,13:02:00,SIM,FINALIZADA,A-547/CENIPA/2017,SIM,2018-09-24,3,1,NÃO,2011,"APLICAÇÃO DE COMANDOS,MANUTENÇÃO DE AERONAVE,PESSOAL DE APOIO,PLANEJAMENTO GERENCIAL,PROJETO",5,0,4,1,0,0
207,44887,44887,44887,44887,44887,INCIDENTE GRAVE,***,***,MARITUBA,PA,BRASIL,****,19/07/2011,16:30:00,SIM,ATIVA,A DEFINIR,SIM,2019-10-28,0,1,NÃO,2011,MANUTENÇÃO DE AERONAVE,1,0,1,0,0,0
208,44888,44888,44888,44888,44888,INCIDENTE GRAVE,-25.5311111111,-49.1755555556,SÃO JOSÉ DOS PINHAIS,PR,BRASIL,SBCT,15/07/2011,17:05:00,SIM,FINALIZADA,IG-532/CENIPA/2015,SIM,2016-06-03,11,1,NÃO,2011,"INSTRUÇÃO,SISTEMAS DE APOIO",2,1,1,0,0,0
209,44926,44926,44926,44926,44926,INCIDENTE GRAVE,,,BELO HORIZONTE,MG,BRASIL,SBPR,11/08/2011,13:01:00,SIM,FINALIZADA,IG-619/CENIPA/2014,SIM,2015-03-20,0,1,NÃO,2011,MANUTENÇÃO DE AERONAVE,1,0,1,0,0,0
210,44944,44944,44944,44944,44944,ACIDENTE,-17.6502777778,-56.4866666667,CORUMBÁ,MS,BRASIL,****,10/06/2011,20:30:00,,FINALIZADA,A-026/CENIPA/2013,SIM,2013-07-30,4,2,NÃO,2011,"ATITUDE,INDISCIPLINA DE VOO,JULGAMENTO DE PILOTAGEM,MOTIVAÇÃO",4,2,2,0,0,0
211,44966,44966,44966,44966,44966,ACIDENTE,8.9122222222,35.5838888889,NOVO LINO,AL,BRASIL,****,15/08/2011,19:00:00,SIM,FINALIZADA,A-508/CENIPA/2016,SIM,2016-07-07,1,1,NÃO,2011,"ATENÇÃO,ATITUDE,PERCEPÇÃO,PLANEJAMENTO DE VOO,PROCESSO DECISÓRIO,SISTEMAS DE APOIO",6,5,1,0,0,0
212,44967,44967,44967,44967,44967,ACIDENTE,-30.1877777778,-51.1827777778,PORTO ALEGRE,RS,BRASIL,****,15/08/2011,17:10:00,SIM,ATIVA,A-533/CENIPA/2017,SIM,2018-06-25,2,1,SIM,2011,"ESQUECIMENTO DO PILOTO,INSTRUÇÃO,MANUTENÇÃO DE AERONAVE,MEMÓRIA,SUPERVISÃO GERENCIAL",5,1,4,0,0,0
213,44968,44968,44968,44968,44968,INCIDENTE GRAVE,***,***,LONDRINA,PR,BRASIL,****,14/08/2011,11:45:00,SIM,ATIVA,IG-518/CENIPA/2017,SIM,2017-11-30,1,1,SIM,2011,"APLICAÇÃO DE COMANDOS,CULTURA ORGANIZACIONAL,INSTRUÇÃO,POUCA EXPERIÊNCIA DO PILOTO,SUPERVISÃO GERENCIAL",5,1,4,0,0,0
214,44969,44969,44969,44969,44969,INCIDENTE GRAVE,***,***,LONDRINA,PR,BRASIL,SBLO,13/08/2011,19:15:00,,FINALIZADA,IG-519/CENIPA/2017,NÃO,,0,1,NÃO,2011,"APLICAÇÃO DE COMANDOS,INSTRUÇÃO,JULGAMENTO DE PILOTAGEM,SUPERVISÃO GERENCIAL",4,0,4,0,0,0
215,44986,44986,44986,44986,44986,ACIDENTE,-22.6958333333,-40.7797222222,MACAÉ,RJ,BRASIL,****,19/08/2011,19:45:00,SIM,FINALIZADA,A-546/CENIPA/2015,SIM,2017-06-22,4,1,NÃO,2011,"FABRICAÇÃO,PROJETO",2,0,0,2,0,0
216,44988,44988,44988,44988,44988,ACIDENTE,3.7119444444,-64.1625,AMAJARI,RR,BRASIL,****,11/08/2011,17:00:00,SIM,FINALIZADA,A-105/CENIPA/2012,SIM,2012-09-20,4,1,NÃO,2011,"APLICAÇÃO DE COMANDOS,JULGAMENTO DE PILOTAGEM,OUTRO FATOR,SUPERVISÃO GERENCIAL",4,0,3,0,0,1
217,44993,44993,44993,44993,44993,ACIDENTE,-23.0080555556,***,RIO DE JANEIRO,RJ,BRASIL,****,22/08/2011,16:30:00,,FINALIZADA,A-622/CENIPA/2014,SIM,2015-08-21,0,1,NÃO,2011,"APLICAÇÃO DE COMANDOS,JULGAMENTO DE PILOTAGEM",2,0,2,0,0,0
218,44996,44996,44996,44996,44996,INCIDENTE GRAVE,***,***,BELÉM,PA,BRASIL,SBJC,19/08/2011,11:11:00,,ATIVA,A DEFINIR,NÃO,,0,1,SIM,2011,"JULGAMENTO DE PILOTAGEM,OUTRO FATOR,PLANEJAMENTO DE VOO",3,0,2,0,0,1
219,45025,45025,45025,45025,45025,ACIDENTE,,,ANÁPOLIS,GO,BRASIL,****,25/08/2011,18:30:00,SIM,FINALIZADA,A-509/CENIPA/2014,SIM,2015-03-20,1,1,NÃO,2011,"JULGAMENTO DE PILOTAGEM,MANUTENÇÃO DE AERONAVE,SUPERVISÃO GERENCIAL",3,0,3,0,0,0
220,45048,45048,45048,45048,45048,ACIDENTE,0,0,TIJUCAS DO SUL,PR,BRASIL,****,31/08/2011,18:00:00,SIM,ATIVA,A DEFINIR,SIM,2018-12-04,3,1,NÃO,2011,"INDISCIPLINA DE VOO,INSTRUÇÃO,JULGAMENTO DE PILOTAGEM,SUPERVISÃO GERENCIAL",4,0,4,0,0,0
221,45049,45049,45049,45049,45049,ACIDENTE,-11.6827777778,-39.3094444444,CONCEIÇÃO DO COITÉ,BA,BRASIL,****,07/09/2011,10:20:00,SIM,FINALIZADA,A-519/CENIPA/2015,SIM,2015-06-06,1,1,NÃO,2011,"MANUTENÇÃO DE AERONAVE,SUPERVISÃO GERENCIAL",2,0,2,0,0,0
222,45050,45050,45050,45050,45050,ACIDENTE,-21.7002777778,-46.9633333333,ITOBI,SP,BRASIL,****,09/09/2011,10:00:00,,ATIVA,A DEFINIR,SIM,2018-09-04,0,1,NÃO,2011,PLANEJAMENTO DE VOO,1,0,1,0,0,0
223,45052,45052,45052,45052,45052,ACIDENTE,-6.3477777778,-39.2986111111,IGUATU,CE,BRASIL,SNIG,29/08/2011,10:20:00,SIM,FINALIZADA,A-094/CENIPA/2012,SIM,2012-08-07,5,1,SIM,2011,"APLICAÇÃO DE COMANDOS,MANUTENÇÃO DE AERONAVE,OUTRO FATOR,SUPERVISÃO GERENCIAL",4,0,3,0,0,1
224,45053,45053,45053,45053,45053,ACIDENTE,-23.1638888889,-51.9133333333,ÂNGULO,PR,BRASIL,****,13/09/2011,11:35:00,SIM,FINALIZADA,A-022/CENIPA/2013,SIM,2013-07-26,2,1,NÃO,2011,"APLICAÇÃO DE COMANDOS,ATITUDE,FORMAÇÃO, CAPACITAÇÃO E TREINAMENTO,INSTRUÇÃO,MOTIVAÇÃO,PLANEJAMENTO DE VOO,POUCA EXPERIÊNCIA DO PILOTO,RELAÇÕES INTERPESSOAIS,SUPERVISÃO GERENCIAL",9,4,5,0,0,0
225,45054,45054,45054,45054,45054,ACIDENTE,-2.5975,-54.7480555556,SANTARÉM,PA,BRASIL,****,29/09/2011,18:15:00,SIM,FINALIZADA,A-033/CENIPA/2013,SIM,2013-12-30,2,1,NÃO,2011,"MANUTENÇÃO DE AERONAVE,SUPERVISÃO GERENCIAL",2,0,2,0,0,0
226,45055,45055,45055,45055,45055,ACIDENTE,-20.7472222222,-47.8897222222,ORLÂNDIA,SP,BRASIL,SDOR,02/09/2011,20:35:00,SIM,ATIVA,A-506/CENIPA/2017,SIM,2017-11-30,0,1,NÃO,2011,"ATENÇÃO,INDISCIPLINA DE VOO,JULGAMENTO DE PILOTAGEM,MEMÓRIA,OUTRO FATOR,PROCESSO DECISÓRIO",6,3,2,0,0,1
227,45056,45056,45056,45056,45056,ACIDENTE,-23.7775,-45.5444444444,SÃO SEBASTIÃO,SP,BRASIL,****,30/08/2011,11:58:00,SIM,FINALIZADA,A-052/CENIPA/2013,SIM,2013-10-25,3,1,NÃO,2011,"CONDIÇÕES METEOROLÓGICAS ADVERSAS,JULGAMENTO DE PILOTAGEM,MOTIVAÇÃO,PERCEPÇÃO,PLANEJAMENTO DE VOO,PROCESSO DECISÓRIO",6,3,2,0,1,0
228,45058,45058,45058,45058,45058,ACIDENTE,-4.2561111111,-56.0097222222,ITAITUBA,PA,BRASIL,****,26/09/2011,18:03:00,,ATIVA,A-510/CENIPA/2016,NÃO,,0,1,NÃO,2011,"MANUTENÇÃO DE AERONAVE,PLANEJAMENTO GERENCIAL,SUPERVISÃO GERENCIAL",3,0,3,0,0,0
229,45060,45060,45060,45060,45060,ACIDENTE,-8.3152777778,-48.1602777778,ITAPIRATINS,TO,BRASIL,****,25/09/2011,13:30:00,SIM,FINALIZADA,A-567/CENIPA/2016,SIM,2016-12-01,0,1,NÃO,2011,"APLICAÇÃO DE COMANDOS,JULGAMENTO DE PILOTAGEM,POUCA EXPERIÊNCIA DO PILOTO,PROCESSO DECISÓRIO",4,1,3,0,0,0
230,45061,45061,45061,45061,45061,ACIDENTE,-16.6311111111,-49.2219444444,GOIÂNIA,GO,BRASIL,SBGO,28/09/2011,12:35:00,SIM,FINALIZADA,A-030/CENIPA/2014,SIM,2014-06-16,2,1,NÃO,2011,"ATITUDE,INDISCIPLINA DE VOO,JULGAMENTO DE PILOTAGEM,PROCESSO DECISÓRIO",4,2,2,0,0,0
231,45062,45062,45062,45062,45062,ACIDENTE,-23.2588888889,-49.0133333333,AVARÉ,SP,BRASIL,****,30/09/2011,18:15:00,SIM,FINALIZADA,A-613/CENIPA/2014,SIM,2015-03-20,2,1,NÃO,2011,INFLUÊNCIA DO MEIO AMBIENTE,1,1,0,0,0,0
232,45065,45065,45065,45065,45065,ACIDENTE,-22.97,-43.2916666667,RIO DE JANEIRO,RJ,BRASIL,****,10/09/2011,23:15:00,SIM,FINALIZADA,A-561/CENIPA/2011,SIM,2016-03-18,2,1,NÃO,2011,"CONDIÇÕES METEOROLÓGICAS ADVERSAS,PLANEJAMENTO DE VOO,SISTEMAS DE APOIO",3,1,1,0,1,0
233,45070,45070,45070,45070,45070,ACIDENTE,-22.8777777778,-69.0377777778,IARAS,SP,BRASIL,****,19/09/2011,12:30:00,SIM,FINALIZADA,A-610/CENIPA/2014,SIM,2015-03-06,1,1,NÃO,2011,"JULGAMENTO DE PILOTAGEM,PLANEJAMENTO GERENCIAL,SUPERVISÃO GERENCIAL",3,0,3,0,0,0
234,45072,45072,45072,45072,45072,ACIDENTE,-20.7475,-47.8894444444,ORLÂNDIA,SP,BRASIL,SDOR,17/09/2011,15:45:00,SIM,FINALIZADA,A-615/CENIPA/2014,SIM,2015-03-20,0,1,SIM,2011,"APLICAÇÃO DE COMANDOS,JULGAMENTO DE PILOTAGEM",2,0,2,0,0,0
235,45087,45087,45087,45087,45087,ACIDENTE,-6.2066666667,-35.2941666667,ARÊS,RN,BRASIL,****,07/10/2011,08:30:00,SIM,ATIVA,A-550/CENIPA/2016,SIM,2019-08-06,3,1,NÃO,2011,"ATENÇÃO,ATITUDE,CARACTERÍSTICAS DA TAREFA,CULTURA DO GRUPO DE TRABALHO,JULGAMENTO DE PILOTAGEM,OUTRO FATOR,PERCEPÇÃO,PLANEJAMENTO DE VOO,SUPERVISÃO GERENCIAL",9,5,3,0,0,1
236,45088,45088,45088,45088,45088,ACIDENTE,-22.1633333333,-52.005,MARABÁ PAULISTA,SP,BRASIL,****,01/10/2011,23:40:00,SIM,FINALIZADA,A-029/CENIPA/2013,SIM,2013-07-30,2,1,NÃO,2011,"APLICAÇÃO DE COMANDOS,ATITUDE,CONDIÇÕES METEOROLÓGICAS ADVERSAS,ESTRESSE,FORMAÇÃO, CAPACITAÇÃO E TREINAMENTO,INSTRUÇÃO,JULGAMENTO DE PILOTAGEM,MOTIVAÇÃO,PLANEJAMENTO DE VOO,PROCESSO DECISÓRIO",10,5,4,0,1,0
237,45089,45089,45089,45089,45089,ACIDENTE,-20.2597222222,-42.1838888889,MANHUAÇU,MG,BRASIL,****,07/10/2011,20:38:00,SIM,FINALIZADA,A - 515/CENIPA/2015,SIM,2016-06-30,0,1,SIM,2011,"APLICAÇÃO DE COMANDOS,JULGAMENTO DE PILOTAGEM",2,0,2,0,0,0
238,45090,45090,45090,45090,45090,INCIDENTE GRAVE,-29.7108333333,-53.6922222222,SANTA MARIA,RS,BRASIL,SBSM,12/09/2011,15:15:00,SIM,FINALIZADA,IG-502/CENIPA/2017,SIM,2017-06-22,3,1,NÃO,2011,"APLICAÇÃO DE COMANDOS,FORMAÇÃO, CAPACITAÇÃO E TREINAMENTO,INSTRUÇÃO,PROCESSOS ORGANIZACIONAIS,SUPERVISÃO GERENCIAL",5,2,3,0,0,0
239,45096,45096,45096,45096,45096,INCIDENTE GRAVE,-29.6125,-55.3711111111,LONDRINA,PR,BRASIL,SBLO,07/10/2011,14:30:00,SIM,FINALIZADA,IG-007/CENIPA/2014,SIM,2014-06-02,1,1,NÃO,2011,CONDIÇÕES METEOROLÓGICAS ADVERSAS,1,0,0,0,1,0
240,45098,45098,45098,45098,45098,INCIDENTE GRAVE,-16.6297222222,-49.2266666667,GOIÂNIA,GO,BRASIL,SBGO,17/09/2011,14:45:00,SIM,ATIVA,IG-588/CENIPA/2016,SIM,2018-09-24,0,1,NÃO,2011,"APLICAÇÃO DE COMANDOS,PLANEJAMENTO DE VOO",2,0,2,0,0,0
241,45100,45100,45100,45100,45100,INCIDENTE GRAVE,***,***,CURITIBA,PR,BRASIL,SBBI,12/09/2011,19:50:00,SIM,ATIVA,A DEFINIR,SIM,2018-11-07,5,1,SIM,2011,"APLICAÇÃO DE COMANDOS,INSTRUÇÃO,PROCESSOS ORGANIZACIONAIS,SUPERVISÃO GERENCIAL",4,1,3,0,0,0
242,45102,45102,45102,45102,45102,INCIDENTE GRAVE,***,***,RIO DE JANEIRO,RJ,BRASIL,****,26/08/2011,17:10:00,SIM,ATIVA,IG-512/CENIPA/2017,SIM,2018-05-17,2,1,NÃO,2011,"APLICAÇÃO DE COMANDOS,ATENÇÃO,INSTRUÇÃO,JULGAMENTO DE PILOTAGEM",4,1,3,0,0,0
243,45127,45127,45127,45127,45127,ACIDENTE,-16.6280555556,-49.3455555556,GOIÂNIA,GO,BRASIL,SWNV,09/10/2011,19:10:00,***,FINALIZADA,IG-593/CENIPA/2016,SIM,2018-12-04,0,1,NÃO,2011,"MEMÓRIA,PROCESSO DECISÓRIO",2,2,0,0,0,0
244,45151,45151,45151,45151,45151,ACIDENTE,-4.8786111111,-66.8955555556,CARAUARI,AM,BRASIL,SWCA,09/10/2011,18:51:00,SIM,FINALIZADA,A-046/CENIPA/2013,SIM,2016-03-18,1,1,NÃO,2011,"ATITUDE,INFRAESTRUTURA AEROPORTUÁRIA,JULGAMENTO DE PILOTAGEM,PERCEPÇÃO,PESSOAL DE APOIO,PROCESSO DECISÓRIO,SUPERVISÃO GERENCIAL",7,3,4,0,0,0
245,45153,45153,45153,45153,45153,ACIDENTE,-23.4927777778,-46.5111111111,GUARULHOS,SP,BRASIL,****,11/10/2011,13:20:00,SIM,ATIVA,A-507/CENIPA/2017,SIM,2017-08-01,7,1,NÃO,2011,"APLICAÇÃO DE COMANDOS,COORDENAÇÃO DE CABINE,INSTRUÇÃO,MANUTENÇÃO DE AERONAVE,PLANEJAMENTO DE VOO,PLANEJAMENTO GERENCIAL,POUCA EXPERIÊNCIA DO PILOTO,SUPERVISÃO GERENCIAL",8,0,8,0,0,0
246,45187,45187,45187,45187,45187,ACIDENTE,-3.1088888889,-58.4547222222,ITACOATIARA,AM,BRASIL,****,18/10/2011,19:50:00,SIM,FINALIZADA,A - 623/CENIPA/2014,SIM,2016-06-03,2,1,NÃO,2011,"APLICAÇÃO DE COMANDOS,ESQUECIMENTO DO PILOTO,INSTRUÇÃO,JULGAMENTO DE PILOTAGEM,POUCA EXPERIÊNCIA DO PILOTO",5,0,5,0,0,0
247,45188,45188,45188,45188,45188,ACIDENTE,-29.7194444444,-51.4894444444,MONTENEGRO,RS,BRASIL,SSNG,21/10/2011,20:55:00,SIM,ATIVA,A DEFINIR,SIM,2018-09-04,4,1,SIM,2011,"APLICAÇÃO DE COMANDOS,ATITUDE,DINÂMICA DE EQUIPE,FORMAÇÃO, CAPACITAÇÃO E TREINAMENTO,JULGAMENTO DE PILOTAGEM,POUCA EXPERIÊNCIA DO PILOTO,PROCESSO DECISÓRIO,SUPERVISÃO GERENCIAL",8,4,4,0,0,0
248,45212,45212,45212,45212,45212,INCIDENTE GRAVE,***,***,NOVO HAMBURGO,RS,BRASIL,SSNH,22/10/2011,15:30:00,SIM,ATIVA,A DEFINIR,SIM,2019-04-08,2,1,NÃO,2011,"JULGAMENTO DE PILOTAGEM,OUTRO FATOR",2,0,1,0,0,1
249,45213,45213,45213,45213,45213,INCIDENTE GRAVE,***,***,LUZIÂNIA,GO,BRASIL,****,16/10/2011,13:50:00,,ATIVA,IG-541/CENIPA/2017,SIM,2018-05-10,0,1,NÃO,2011,"ATENÇÃO,ATITUDE,INDISCIPLINA DE VOO",3,2,1,0,0,0
250,45215,45215,45215,45215,45215,INCIDENTE GRAVE,***,***,POÇOS DE CALDAS,MG,BRASIL,****,14/10/2011,13:27:00,SIM,ATIVA,IG-516/CENIPA/2017,SIM,2017-11-30,0,1,NÃO,2011,"APLICAÇÃO DE COMANDOS,JULGAMENTO DE PILOTAGEM,PLANEJAMENTO DE VOO,POUCA EXPERIÊNCIA DO PILOTO",4,0,4,0,0,0
251,45222,45222,45222,45222,45222,INCIDENTE GRAVE,***,***,CARUARU,PE,BRASIL,****,21/08/2011,11:46:00,SIM,ATIVA,IG-594/CENIPA/2016,SIM,2018-09-04,0,2,NÃO,2011,"INFRAESTRUTURA AEROPORTUÁRIA,JULGAMENTO DE PILOTAGEM,PROCESSO DECISÓRIO",3,1,2,0,0,0
252,45228,45228,45228,45228,45228,INCIDENTE GRAVE,,,SÃO JOSÉ,SC,BRASIL,SSKT,19/08/2011,19:50:00,SIM,FINALIZADA,IG-558/CENIPA/2014,SIM,2014-06-17,0,1,NÃO,2011,"APLICAÇÃO DE COMANDOS,POUCA EXPERIÊNCIA DO PILOTO",2,0,2,0,0,0
253,45237,45237,45237,45237,45237,INCIDENTE GRAVE,-10.0619444444,-67.5686111111,SENADOR GUIOMARD,AC,BRASIL,****,05/12/2011,20:28:00,SIM,ATIVA,IG-568/CENIPA/2016,SIM,2019-04-08,1,1,NÃO,2011,"CONDIÇÕES METEOROLÓGICAS ADVERSAS,JULGAMENTO DE PILOTAGEM,PLANEJAMENTO DE VOO",3,0,2,0,1,0
254,45250,45250,45250,45250,45250,ACIDENTE,-26.3811111111,-49.3697222222,SÃO BENTO DO SUL,SC,BRASIL,****,09/12/2011,16:30:00,,FINALIZADA,A-048/CENIPA/2014,SIM,2014-06-02,1,1,NÃO,2011,"COMUNICAÇÃO,CONDIÇÕES METEOROLÓGICAS ADVERSAS,JULGAMENTO DE PILOTAGEM,MOTIVAÇÃO,PLANEJAMENTO DE VOO,POUCA EXPERIÊNCIA DO PILOTO,SISTEMAS DE APOIO",7,3,3,0,1,0
255,45251,45251,45251,45251,45251,ACIDENTE,-32.2558333333,-52.9922222222,ARROIO GRANDE,RS,BRASIL,****,10/12/2011,10:55:00,SIM,ATIVA,A-547/CENIPA/2016,SIM,2018-12-04,1,1,SIM,2011,"ATENÇÃO,ATITUDE,CLIMA ORGANIZACIONAL,CONDIÇÕES FÍSICAS DO TRABALHO,CULTURA DO GRUPO DE TRABALHO,JULGAMENTO DE PILOTAGEM,PERCEPÇÃO,PLANEJAMENTO DE VOO,PROCESSO DECISÓRIO,SUPERVISÃO GERENCIAL",10,7,3,0,0,0
256,45252,45252,45252,45252,45252,INCIDENTE GRAVE,***,***,RIO DE JANEIRO,RJ,BRASIL,****,08/12/2011,22:37:00,SIM,FINALIZADA,IG-005/CENIPA/2013,SIM,2018-09-04,6,1,NÃO,2011,"CONHECIMENTO DE NORMAS (ATS),INFRAESTRUTURA AEROPORTUÁRIA,PLANEJAMENTO DE VOO,PLANEJAMENTO GERENCIAL,SUPERVISÃO GERENCIAL",5,0,5,0,0,0
257,45268,45268,45268,45268,45268,ACIDENTE,-24.8708333333,-47.7583333333,ILHA COMPRIDA,SP,BRASIL,SDBV,20/11/2011,18:00:00,SIM,FINALIZADA,A-503/CENIPA/2017,SIM,2017-05-02,0,1,NÃO,2011,"JULGAMENTO DE PILOTAGEM,PROCESSO DECISÓRIO",2,1,1,0,0,0
258,45270,45270,45270,45270,45270,ACIDENTE,-11.4661111111,-56.4069444444,TABAPORÃ,MT,BRASIL,****,20/11/2011,19:00:00,,ATIVA,A DEFINIR,SIM,2018-07-27,0,1,NÃO,2011,"APLICAÇÃO DE COMANDOS,CONDIÇÕES METEOROLÓGICAS ADVERSAS",2,0,1,0,1,0
