,Unnamed: 0,codigo_ocorrencia,codigo_ocorrencia1,codigo_ocorrencia2,codigo_ocorrencia3,codigo_ocorrencia4,ocorrencia_classificacao,ocorrencia_latitude,ocorrencia_longitude,ocorrencia_cidade,ocorrencia_uf,ocorrencia_pais,ocorrencia_aerodromo,ocorrencia_dia,ocorrencia_hora,investigacao_aeronave_liberada,investigacao_status,divulgacao_relatorio_numero,divulgacao_relatorio_publicado,divulgacao_dia_publicacao,total_recomendacoes,total_aeronaves_envolvidas,ocorrencia_saida_pista,ano,fator_nome,total_fatores,fator_humano,fator_operacional,fator_material,fator_metereologico,fator_outro,aeronave_operador_categoria,aeronave_tipo_veiculo,aeronave_fabricante,aeronave_modelo,aeronave_tipo_icao,aeronave_motor_tipo,aeronave_motor_quantidade,aeronave_assentos,aeronave_ano_fabricacao,aeronave_pais_fabricante,aeronave_pais_registro,aeronave_registro_segmento,aeronave_voo_origem,aeronave_voo_destino,aeronave_fase_operacao,aeronave_tipo_operacao,aeronave_nivel_dano,aeronave_fatalidades_total
192,192,44649,44649,44649,44649,44649,INCIDENTE GRAVE,-12.9086111111,-38.3225,SALVADOR,BA,BRASIL,****,20/06/2011,17:20:00,SIM,ATIVA,IG-589/CENIPA/2016,SIM,2019-06-28,1,1,NÃO,2011,"MANUTENÇÃO DE AERONAVE,SUPERVISÃO GERENCIAL",2,0,2,0,0,0,***,AVIÃO,CESSNA AIRCRAFT,150E,C150,PISTÃO,MONOMOTOR,2.0,1965.0,BRASIL,BRASIL,INSTRUÇÃO,FORA DE AERODROMO,FORA DE AERODROMO,MANOBRA,INSTRUÇÃO,NENHUM,0
193,193,44652,44652,44652,44652,44652,INCIDENTE GRAVE,***,***,NOVO HAMBURGO,RS,BRASIL,SSNH,19/06/2011,13:00:00,,ATIVA,A DEFINIR,SIM,2018-12-04,5,1,SIM,2011,"APLICAÇÃO DE COMANDOS,ATITUDE,COORDENAÇÃO DE CABINE,INFRAESTRUTURA AEROPORTUÁRIA,JULGAMENTO DE PILOTAGEM,PLANEJAMENTO DE VOO",6,1,5,0,0,0,***,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-712,P28A,PISTÃO,MONOMOTOR,4.0,1980.0,BRASIL,BRASIL,INSTRUÇÃO,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,INSTRUÇÃO,LEVE,0
194,194,44656,44656,44656,44656,44656,INCIDENTE GRAVE,-19.8263888889,-40.7388888889,ARACRUZ,ES,BRASIL,****,18/06/2011,09:06:00,SIM,ATIVA,IG-551/CENIPA/2016,SIM,2019-10-28,1,1,SIM,2011,"APLICAÇÃO DE COMANDOS,CONDIÇÕES METEOROLÓGICAS ADVERSAS,INDISCIPLINA DE VOO,JULGAMENTO DE PILOTAGEM",4,0,3,0,1,0,***,AVIÃO,EMBRAER,EMB-500,E50P,JATO,BIMOTOR,7.0,2009.0,BRASIL,BRASIL,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,CORRIDA APÓS POUSO,PRIVADA,LEVE,0
195,195,44660,44660,44660,44660,44660,ACIDENTE,-16.6455555556,-39.095,PORTO SEGURO,BA,BRASIL,****,17/06/2011,21:49:00,SIM,FINALIZADA,A-092/CENIPA/2012,SIM,2012-08-07,9,1,NÃO,2011,"ATENÇÃO,ATITUDE,CONDIÇÕES METEOROLÓGICAS ADVERSAS,ESTADO EMOCIONAL,ESTRESSE,FORMAÇÃO, CAPACITAÇÃO E TREINAMENTO,INDISCIPLINA DE VOO,JULGAMENTO DE PILOTAGEM,MOTIVAÇÃO,OUTRO FATOR,PERCEPÇÃO,PLANEJAMENTO DE VOO,PLANEJAMENTO GERENCIAL,PROCESSO DECISÓRIO,RELAÇÕES INTERPESSOAIS,SISTEMAS DE APOIO,SOBRECARGA DE TAREFAS,SUPERVISÃO GERENCIAL",18,11,5,0,1,1,PARTICULAR,HELICÓPTERO,EUROCOPTER FRANCE,AS 350 B2,AS50,TURBOEIXO,MONOMOTOR,6.0,2008.0,BRASIL,BRASIL,PARTICULAR,PORTO SEGURO,CONDOMÍNIO JACUMÃ OCEAN RESORT,CRUZEIRO,PRIVADA,DESTRUÍDA,7
196,196,44661,44661,44661,44661,44661,INCIDENTE GRAVE,-23.1344444444,-43.4052777778,RIO DE JANEIRO,RJ,BRASIL,****,17/06/2011,11:59:00,SIM,FINALIZADA,IG-011/CENIPA/2013,SIM,2013-09-19,10,1,NÃO,2011,"APLICAÇÃO DE COMANDOS,CONHECIMENTO DE NORMAS (ATS),COORDENAÇÃO DE CABINE,FORMAÇÃO, CAPACITAÇÃO E TREINAMENTO,OUTRO FATOR",5,1,3,0,0,1,REGULAR,AVIÃO,AIRBUS INDUSTRIE,A319-132,A319,JATO,BIMOTOR,154.0,1999.0,BRASIL,BRASIL,REGULAR,SANTOS DUMONT,TANCREDO NEVES,SUBIDA,REGULAR,LEVE,0
197,197,44775,44775,44775,44775,44775,ACIDENTE,0.8033333333,-55.905,ÓBIDOS,PA,BRASIL,****,01/07/2011,19:25:00,SIM,FINALIZADA,A-104/CENIPA/2012,SIM,2012-09-20,5,1,NÃO,2011,"ATENÇÃO,CONDIÇÕES METEOROLÓGICAS ADVERSAS,CULTURA ORGANIZACIONAL,ESTADO EMOCIONAL,JULGAMENTO DE PILOTAGEM,MOTIVAÇÃO,PLANEJAMENTO DE VOO,PROCESSO DECISÓRIO,SUPERVISÃO GERENCIAL",9,5,3,0,1,0,TÁXI AÉREO,AVIÃO,EMBRAER,EMB-810D,PA34,PISTÃO,BIMOTOR,6.0,1982.0,BRASIL,BRASIL,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,CRUZEIRO,TÁXI AÉREO,DESTRUÍDA,4
198,198,44796,44796,44796,44796,44796,ACIDENTE,-8.1522222222,34.9094444444,RECIFE,PE,BRASIL,SBRF,13/07/2011,09:54:00,SIM,FINALIZADA,A-019/CENIPA/2013,SIM,2013-07-18,23,1,NÃO,2011,"ANSIEDADE,APLICAÇÃO DE COMANDOS,ATITUDE,COORDENAÇÃO DE CABINE,CULTURA DO GRUPO DE TRABALHO,CULTURA ORGANIZACIONAL,DINÂMICA DE EQUIPE,ESQUECIMENTO DO PILOTO,ESTADO EMOCIONAL,ESTRESSE,FABRICAÇÃO,FORMAÇÃO, CAPACITAÇÃO E TREINAMENTO,INSTRUÇÃO,JULGAMENTO DE PILOTAGEM,PROCESSO DECISÓRIO,PROJETO,RELAÇÕES INTERPESSOAIS,SUPERVISÃO GERENCIAL",18,10,6,2,0,0,REGULAR,AVIÃO,AIRCRAFT INDUSTRIES,L410UVP-E20,L410,TURBOÉLICE,BIMOTOR,21.0,2010.0,BRASIL,BRASIL,REGULAR,GUARARAPES - GILBERTO FREYRE,AUGUSTO SEVERO,DECOLAGEM,REGULAR,DESTRUÍDA,16
199,199,44817,44817,44817,44817,44817,ACIDENTE,-8.7936111111,-63.8580555556,PORTO VELHO,RO,BRASIL,SWRO,12/07/2011,21:20:00,SIM,FINALIZADA,A-019/CENIPA/2014,SIM,2014-06-02,2,1,NÃO,2011,"APLICAÇÃO DE COMANDOS,COORDENAÇÃO DE CABINE,INSTRUÇÃO,JULGAMENTO DE PILOTAGEM,PLANEJAMENTO DE VOO,POUCA EXPERIÊNCIA DO PILOTO,SUPERVISÃO GERENCIAL",7,0,7,0,0,0,INSTRUÇÃO,AVIÃO,AERO BOERO,AB-115,AB11,PISTÃO,MONOMOTOR,2.0,1993.0,BRASIL,BRASIL,INSTRUÇÃO,AEROCLUBE DE RONDÔNIA,AEROCLUBE DE RONDÔNIA,APROXIMAÇÃO FINAL,INSTRUÇÃO,SUBSTANCIAL,0
200,200,44837,44837,44837,44837,44837,ACIDENTE,-16.0455555556,-57.635,CÁCERES,MT,BRASIL,SWKC,14/07/2011,10:30:00,SIM,FINALIZADA,A-093/CENIPA/2012,SIM,2012-08-29,1,1,NÃO,2011,"JULGAMENTO DE PILOTAGEM,PLANEJAMENTO DE VOO",2,0,2,0,0,0,PARTICULAR,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-711C,P28R,PISTÃO,MONOMOTOR,4.0,1976.0,BRASIL,BRASIL,PARTICULAR,FAZENDA SOROTECA,CÁCERES,CIRCUITO DE TRÁFEGO,PRIVADA,SUBSTANCIAL,0
201,201,44838,44838,44838,44838,44838,ACIDENTE,-14.815,-39.0333333333,ILHÉUS,BA,BRASIL,SBIL,14/07/2011,00:35:00,SIM,FINALIZADA,A-116/CENIPA/2012,SIM,2012-10-17,6,1,SIM,2011,"APLICAÇÃO DE COMANDOS,MANUTENÇÃO DE AERONAVE,OUTRO FATOR,SUPERVISÃO GERENCIAL",4,0,3,0,0,1,TÁXI AÉREO,AVIÃO,MITSUBISHI,MU-2B-60,MU2,TURBOÉLICE,BIMOTOR,10.0,1981.0,BRASIL,BRASIL,TÁXI AÉREO,DEPUTADO LUÍS EDUARDO MAGALHÃES,BAHIA - JORGE AMADO,POUSO,TÁXI AÉREO,LEVE,0
202,202,44853,44853,44853,44853,44853,ACIDENTE,23.3944444444,46.8180555556,CAJAMAR,SP,BRASIL,****,18/07/2011,12:50:00,SIM,FINALIZADA,A-516/CENIPA/2016,SIM,2016-06-23,2,1,NÃO,2011,"APLICAÇÃO DE COMANDOS,ATENÇÃO,FORMAÇÃO, CAPACITAÇÃO E TREINAMENTO,INSTRUÇÃO,PERCEPÇÃO,PROCESSO DECISÓRIO,SUPERVISÃO GERENCIAL",7,4,3,0,0,0,INSTRUÇÃO,HELICÓPTERO,ROBINSON HELICOPTER,R22,R22,PISTÃO,MONOMOTOR,2.0,2001.0,BRASIL,BRASIL,INSTRUÇÃO,FORA DE AERODROMO,FORA DE AERODROMO,ARREMETIDA NO SOLO,INSTRUÇÃO,***,0
203,203,44855,44855,44855,44855,44855,ACIDENTE,-26.55,-49.0833333333,JARAGUÁ DO SUL,SC,BRASIL,****,15/07/2011,12:25:00,SIM,FINALIZADA,A-543CENIPA2015,SIM,2016-11-11,1,1,NÃO,2011,"ATITUDE,CLIMA ORGANIZACIONAL,CONDIÇÕES METEOROLÓGICAS ADVERSAS,ESTRESSE,MOTIVAÇÃO,PERCEPÇÃO,PLANEJAMENTO DE VOO,PROCESSO DECISÓRIO,RELAÇÕES INTERPESSOAIS",9,7,1,0,1,0,PARTICULAR,HELICÓPTERO,HELIBRAS,AS 350 B2,AS50,TURBOEIXO,MONOMOTOR,6.0,2011.0,BRASIL,BRASIL,PARTICULAR,FORA DE AERODROMO,MINISTRO VICTOR KONDER,SUBIDA,PRIVADA,SUBSTANCIAL,3
204,204,44879,44879,44879,44879,44879,ACIDENTE,-23.5083333333,-46.7972222222,OSASCO,SP,BRASIL,****,25/07/2011,17:25:00,SIM,FINALIZADA,A-523/CENIPA/2014,SIM,2014-08-22,0,1,NÃO,2011,"INSTRUÇÃO,POUCA EXPERIÊNCIA DO PILOTO",2,0,2,0,0,0,INSTRUÇÃO,HELICÓPTERO,ROBINSON HELICOPTER,R22,R22,PISTÃO,MONOMOTOR,2.0,1992.0,BRASIL,BRASIL,INSTRUÇÃO,CAMPO DE MARTE,CAMPO DE MARTE,OPERAÇÃO DE SOLO,INSTRUÇÃO,SUBSTANCIAL,0
205,205,44881,44881,44881,44881,44881,ACIDENTE,-25.1877777778,-50.1444444444,PONTA GROSSA,PR,BRASIL,SSZW,20/07/2011,20:00:00,SIM,ATIVA,A-520/CENIPA/2017,SIM,2017-12-30,1,1,NÃO,2011,"APLICAÇÃO DE COMANDOS,COMUNICAÇÃO,COORDENAÇÃO DE CABINE,DINÂMICA DE EQUIPE,OUTRO FATOR,POUCA EXPERIÊNCIA DO PILOTO",6,2,3,0,0,1,***,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,56-C-1,PAUL,PISTÃO,MONOMOTOR,2.0,1963.0,BRASIL,BRASIL,INSTRUÇÃO,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,INSTRUÇÃO,SUBSTANCIAL,0
206,206,44885,44885,44885,44885,44885,ACIDENTE,"-19,9625","-43,9703",BELO HORIZONTE,MG,BRASIL,****,02/08/2011,13:02:00,SIM,FINALIZADA,A-547/CENIPA/2017,SIM,2018-09-24,3,1,NÃO,2011,"APLICAÇÃO DE COMANDOS,MANUTENÇÃO DE AERONAVE,PESSOAL DE APOIO,PLANEJAMENTO GERENCIAL,PROJETO",5,0,4,1,0,0,***,HELICÓPTERO,BELL HELICOPTER,206B,B06,TURBOEIXO,MONOMOTOR,5.0,1993.0,BRASIL,BRASIL,PARTICULAR,VIGANÓ I,PASSA TEMPO,CRUZEIRO,PRIVADA,SUBSTANCIAL,0
207,207,44887,44887,44887,44887,44887,INCIDENTE GRAVE,***,***,MARITUBA,PA,BRASIL,****,19/07/2011,16:30:00,SIM,ATIVA,A DEFINIR,SIM,2019-10-28,0,1,NÃO,2011,MANUTENÇÃO DE AERONAVE,1,0,1,0,0,0,***,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-711C,P28R,PISTÃO,MONOMOTOR,4.0,1976.0,BRASIL,BRASIL,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,DESCIDA,PRIVADA,LEVE,0
208,208,44888,44888,44888,44888,44888,INCIDENTE GRAVE,-25.5311111111,-49.1755555556,SÃO JOSÉ DOS PINHAIS,PR,BRASIL,SBCT,15/07/2011,17:05:00,SIM,FINALIZADA,IG-532/CENIPA/2015,SIM,2016-06-03,11,1,NÃO,2011,"INSTRUÇÃO,SISTEMAS DE APOIO",2,1,1,0,0,0,REGULAR,AVIÃO,LET AIRCRAFT INDUSTRIES,L410UVP-E20,L410,TURBOÉLICE,BIMOTOR,21.0,2007.0,BRASIL,BRASIL,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,SUBIDA,REGULAR,NENHUM,0
209,209,44926,44926,44926,44926,44926,INCIDENTE GRAVE,,,BELO HORIZONTE,MG,BRASIL,SBPR,11/08/2011,13:01:00,SIM,FINALIZADA,IG-619/CENIPA/2014,SIM,2015-03-20,0,1,NÃO,2011,MANUTENÇÃO DE AERONAVE,1,0,1,0,0,0,INSTRUÇÃO,AVIÃO,CESSNA AIRCRAFT,150F,C150,PISTÃO,MONOMOTOR,2.0,1966.0,BRASIL,BRASIL,INSTRUÇÃO,CARLOS PRATES,FORA DE AERODROMO,DECOLAGEM,INSTRUÇÃO,NENHUM,0
210,210,44944,44944,44944,44944,44944,ACIDENTE,-17.6502777778,-56.4866666667,CORUMBÁ,MS,BRASIL,****,10/06/2011,20:30:00,,FINALIZADA,A-026/CENIPA/2013,SIM,2013-07-30,4,2,NÃO,2011,"ATITUDE,INDISCIPLINA DE VOO,JULGAMENTO DE PILOTAGEM,MOTIVAÇÃO",4,2,2,0,0,0,EXPERIMENTAL,AVIÃO,***,N-592-420,ZZZZ,PISTÃO,MONOMOTOR,4.0,1968.0,BRASIL,BRASIL,EXPERIMENTAL,FORA DE AERODROMO,FORA DE AERODROMO,CRUZEIRO,EXPERIMENTAL,DESTRUÍDA,2
211,210,44944,44944,44944,44944,44944,ACIDENTE,-17.6502777778,-56.4866666667,CORUMBÁ,MS,BRASIL,****,10/06/2011,20:30:00,,FINALIZADA,A-026/CENIPA/2013,SIM,2013-07-30,4,2,NÃO,2011,"ATITUDE,INDISCIPLINA DE VOO,JULGAMENTO DE PILOTAGEM,MOTIVAÇÃO",4,2,2,0,0,0,PARTICULAR,AVIÃO,CESSNA AIRCRAFT,U206G,C206,PISTÃO,MONOMOTOR,6.0,1977.0,BRASIL,BRASIL,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,CRUZEIRO,PRIVADA,LEVE,0
212,211,44966,44966,44966,44966,44966,ACIDENTE,8.9122222222,35.5838888889,NOVO LINO,AL,BRASIL,****,15/08/2011,19:00:00,SIM,FINALIZADA,A-508/CENIPA/2016,SIM,2016-07-07,1,1,NÃO,2011,"ATENÇÃO,ATITUDE,PERCEPÇÃO,PLANEJAMENTO DE VOO,PROCESSO DECISÓRIO,SISTEMAS DE APOIO",6,5,1,0,0,0,ESPECIALIZADA,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-201,IPAN,PISTÃO,MONOMOTOR,1.0,1976.0,BRASIL,BRASIL,ESPECIALIZADA,FORA DE AERODROMO,FORA DE AERODROMO,OUTRA FASE,ESPECIALIZADA,LEVE,0
213,212,44967,44967,44967,44967,44967,ACIDENTE,-30.1877777778,-51.1827777778,PORTO ALEGRE,RS,BRASIL,****,15/08/2011,17:10:00,SIM,ATIVA,A-533/CENIPA/2017,SIM,2018-06-25,2,1,SIM,2011,"ESQUECIMENTO DO PILOTO,INSTRUÇÃO,MANUTENÇÃO DE AERONAVE,MEMÓRIA,SUPERVISÃO GERENCIAL",5,1,4,0,0,0,***,AVIÃO,PIPER AIRCRAFT,PA-39,PA30,PISTÃO,BIMOTOR,6.0,1972.0,BRASIL,BRASIL,INSTRUÇÃO,SALGADO FILHO,BELÉM NOVO,POUSO,INSTRUÇÃO,SUBSTANCIAL,0
214,213,44968,44968,44968,44968,44968,INCIDENTE GRAVE,***,***,LONDRINA,PR,BRASIL,****,14/08/2011,11:45:00,SIM,ATIVA,IG-518/CENIPA/2017,SIM,2017-11-30,1,1,SIM,2011,"APLICAÇÃO DE COMANDOS,CULTURA ORGANIZACIONAL,INSTRUÇÃO,POUCA EXPERIÊNCIA DO PILOTO,SUPERVISÃO GERENCIAL",5,1,4,0,0,0,***,AVIÃO,AERO BOERO,AB-115,AB11,PISTÃO,MONOMOTOR,2.0,1992.0,BRASIL,BRASIL,INSTRUÇÃO,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,INSTRUÇÃO,NENHUM,0
215,214,44969,44969,44969,44969,44969,INCIDENTE GRAVE,***,***,LONDRINA,PR,BRASIL,SBLO,13/08/2011,19:15:00,,FINALIZADA,IG-519/CENIPA/2017,NÃO,,0,1,NÃO,2011,"APLICAÇÃO DE COMANDOS,INSTRUÇÃO,JULGAMENTO DE PILOTAGEM,SUPERVISÃO GERENCIAL",4,0,4,0,0,0,INSTRUÇÃO,AVIÃO,AERO BOERO,AB-115,AB11,PISTÃO,MONOMOTOR,2.0,1992.0,BRASIL,BRASIL,INSTRUÇÃO,FORA DE AERODROMO,FORA DE AERODROMO,ARREMETIDA NO SOLO,INSTRUÇÃO,LEVE,0
216,215,44986,44986,44986,44986,44986,ACIDENTE,-22.6958333333,-40.7797222222,MACAÉ,RJ,BRASIL,****,19/08/2011,19:45:00,SIM,FINALIZADA,A-546/CENIPA/2015,SIM,2017-06-22,4,1,NÃO,2011,"FABRICAÇÃO,PROJETO",2,0,0,2,0,0,TÁXI AÉREO,HELICÓPTERO,AGUSTA,AW139,A139,TURBOEIXO,BIMOTOR,14.0,2007.0,BRASIL,BRASIL,TÁXI AÉREO,PETROBRAS 65,MACAÉ,SUBIDA,TÁXI AÉREO,DESTRUÍDA,4
217,216,44988,44988,44988,44988,44988,ACIDENTE,3.7119444444,-64.1625,AMAJARI,RR,BRASIL,****,11/08/2011,17:00:00,SIM,FINALIZADA,A-105/CENIPA/2012,SIM,2012-09-20,4,1,NÃO,2011,"APLICAÇÃO DE COMANDOS,JULGAMENTO DE PILOTAGEM,OUTRO FATOR,SUPERVISÃO GERENCIAL",4,0,3,0,0,1,TÁXI AÉREO,AVIÃO,CESSNA AIRCRAFT,U206G,C206,PISTÃO,MONOMOTOR,6.0,1981.0,BRASIL,BRASIL,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,CORRIDA APÓS POUSO,TÁXI AÉREO,SUBSTANCIAL,0
218,217,44993,44993,44993,44993,44993,ACIDENTE,-23.0080555556,***,RIO DE JANEIRO,RJ,BRASIL,****,22/08/2011,16:30:00,,FINALIZADA,A-622/CENIPA/2014,SIM,2015-08-21,0,1,NÃO,2011,"APLICAÇÃO DE COMANDOS,JULGAMENTO DE PILOTAGEM",2,0,2,0,0,0,INSTRUÇÃO,HELICÓPTERO,ROBINSON HELICOPTER,R22 BETA,R22,PISTÃO,MONOMOTOR,2.0,1991.0,BRASIL,BRASIL,INSTRUÇÃO,RECREIO,RECREIO,MANOBRA,INSTRUÇÃO,SUBSTANCIAL,0
219,218,44996,44996,44996,44996,44996,INCIDENTE GRAVE,***,***,BELÉM,PA,BRASIL,SBJC,19/08/2011,11:11:00,,ATIVA,A DEFINIR,NÃO,,0,1,SIM,2011,"JULGAMENTO DE PILOTAGEM,OUTRO FATOR,PLANEJAMENTO DE VOO",3,0,2,0,0,1,TÁXI AÉREO,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-711,P28R,PISTÃO,MONOMOTOR,4.0,1976.0,BRASIL,BRASIL,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,TÁXI AÉREO,LEVE,0
220,219,45025,45025,45025,45025,45025,ACIDENTE,,,ANÁPOLIS,GO,BRASIL,****,25/08/2011,18:30:00,SIM,FINALIZADA,A-509/CENIPA/2014,SIM,2015-03-20,1,1,NÃO,2011,"JULGAMENTO DE PILOTAGEM,MANUTENÇÃO DE AERONAVE,SUPERVISÃO GERENCIAL",3,0,3,0,0,0,INSTRUÇÃO,AVIÃO,CESSNA AIRCRAFT,A150K,C150,PISTÃO,MONOMOTOR,2.0,1970.0,BRASIL,BRASIL,INSTRUÇÃO,ANÁPOLIS,ANÁPOLIS,SUBIDA,INSTRUÇÃO,SUBSTANCIAL,0
221,220,45048,45048,45048,45048,45048,ACIDENTE,0,0,TIJUCAS DO SUL,PR,BRASIL,****,31/08/2011,18:00:00,SIM,ATIVA,A DEFINIR,SIM,2018-12-04,3,1,NÃO,2011,"INDISCIPLINA DE VOO,INSTRUÇÃO,JULGAMENTO DE PILOTAGEM,SUPERVISÃO GERENCIAL",4,0,4,0,0,0,***,HELICÓPTERO,ROBINSON HELICOPTER,R22 BETA,R22,PISTÃO,MONOMOTOR,2.0,2011.0,BRASIL,BRASIL,INSTRUÇÃO,FORA DE AERODROMO,FORA DE AERODROMO,MANOBRA,INSTRUÇÃO,SUBSTANCIAL,0
222,221,45049,45049,45049,45049,45049,ACIDENTE,-11.6827777778,-39.3094444444,CONCEIÇÃO DO COITÉ,BA,BRASIL,****,07/09/2011,10:20:00,SIM,FINALIZADA,A-519/CENIPA/2015,SIM,2015-06-06,1,1,NÃO,2011,"MANUTENÇÃO DE AERONAVE,SUPERVISÃO GERENCIAL",2,0,2,0,0,0,PARTICULAR,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-202,IPAN,PISTÃO,MONOMOTOR,1.0,2003.0,BRASIL,BRASIL,PARTICULAR,FORA DE AERODROMO,BORBA,CRUZEIRO,PRIVADA,SUBSTANCIAL,0
223,222,45050,45050,45050,45050,45050,ACIDENTE,-21.7002777778,-46.9633333333,ITOBI,SP,BRASIL,****,09/09/2011,10:00:00,,ATIVA,A DEFINIR,SIM,2018-09-04,0,1,NÃO,2011,PLANEJAMENTO DE VOO,1,0,1,0,0,0,***,AVIÃO,PIPER AIRCRAFT,PA-25-260,PA25,PISTÃO,MONOMOTOR,1.0,1975.0,BRASIL,BRASIL,AGRÍCOLA,CASA BRANCA,CASA BRANCA,OUTRA FASE,AGRÍCOLA,DESTRUÍDA,0
224,223,45052,45052,45052,45052,45052,ACIDENTE,-6.3477777778,-39.2986111111,IGUATU,CE,BRASIL,SNIG,29/08/2011,10:20:00,SIM,FINALIZADA,A-094/CENIPA/2012,SIM,2012-08-07,5,1,SIM,2011,"APLICAÇÃO DE COMANDOS,MANUTENÇÃO DE AERONAVE,OUTRO FATOR,SUPERVISÃO GERENCIAL",4,0,3,0,0,1,TÁXI AÉREO,AVIÃO,CESSNA AIRCRAFT,310Q,C310,PISTÃO,BIMOTOR,6.0,1972.0,BRASIL,BRASIL,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,CORRIDA APÓS POUSO,TÁXI AÉREO,SUBSTANCIAL,0
225,224,45053,45053,45053,45053,45053,ACIDENTE,-23.1638888889,-51.9133333333,ÂNGULO,PR,BRASIL,****,13/09/2011,11:35:00,SIM,FINALIZADA,A-022/CENIPA/2013,SIM,2013-07-26,2,1,NÃO,2011,"APLICAÇÃO DE COMANDOS,ATITUDE,FORMAÇÃO, CAPACITAÇÃO E TREINAMENTO,INSTRUÇÃO,MOTIVAÇÃO,PLANEJAMENTO DE VOO,POUCA EXPERIÊNCIA DO PILOTO,RELAÇÕES INTERPESSOAIS,SUPERVISÃO GERENCIAL",9,4,5,0,0,0,PARTICULAR,AVIÃO,HAWKER BEECHCRAFT,G58,BE58,PISTÃO,BIMOTOR,6.0,2007.0,BRASIL,BRASIL,PARTICULAR,SÍLVIO NAME JÚNIOR,FAZENDA FORTALEZA DO GUAPORÉ,SUBIDA,PRIVADA,SUBSTANCIAL,3
226,225,45054,45054,45054,45054,45054,ACIDENTE,-2.5975,-54.7480555556,SANTARÉM,PA,BRASIL,****,29/09/2011,18:15:00,SIM,FINALIZADA,A-033/CENIPA/2013,SIM,2013-12-30,2,1,NÃO,2011,"MANUTENÇÃO DE AERONAVE,SUPERVISÃO GERENCIAL",2,0,2,0,0,0,PARTICULAR,AVIÃO,BEECH AIRCRAFT,D35,BE35,PISTÃO,MONOMOTOR,4.0,1953.0,BRASIL,BRASIL,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,OUTRA FASE,PRIVADA,DESTRUÍDA,2
227,226,45055,45055,45055,45055,45055,ACIDENTE,-20.7472222222,-47.8897222222,ORLÂNDIA,SP,BRASIL,SDOR,02/09/2011,20:35:00,SIM,ATIVA,A-506/CENIPA/2017,SIM,2017-11-30,0,1,NÃO,2011,"ATENÇÃO,INDISCIPLINA DE VOO,JULGAMENTO DE PILOTAGEM,MEMÓRIA,OUTRO FATOR,PROCESSO DECISÓRIO",6,3,2,0,0,1,***,AVIÃO,PIPER AIRCRAFT,PA-34-220T,PA34,PISTÃO,BIMOTOR,6.0,2001.0,BRASIL,BRASIL,PARTICULAR,ITUVERAVA,FAZENDA MOSQUITO,POUSO,PRIVADA,SUBSTANCIAL,0
228,227,45056,45056,45056,45056,45056,ACIDENTE,-23.7775,-45.5444444444,SÃO SEBASTIÃO,SP,BRASIL,****,30/08/2011,11:58:00,SIM,FINALIZADA,A-052/CENIPA/2013,SIM,2013-10-25,3,1,NÃO,2011,"CONDIÇÕES METEOROLÓGICAS ADVERSAS,JULGAMENTO DE PILOTAGEM,MOTIVAÇÃO,PERCEPÇÃO,PLANEJAMENTO DE VOO,PROCESSO DECISÓRIO",6,3,2,0,1,0,PARTICULAR,HELICÓPTERO,ROBINSON HELICOPTER,R44 II,R44,PISTÃO,MONOMOTOR,4.0,2010.0,BRASIL,BRASIL,PARTICULAR,AERODRÓMO ESTADUAL DE CAMPINAS / AMARAIS,FORA DE AERODROMO,CRUZEIRO,PRIVADA,DESTRUÍDA,3
229,228,45058,45058,45058,45058,45058,ACIDENTE,-4.2561111111,-56.0097222222,ITAITUBA,PA,BRASIL,****,26/09/2011,18:03:00,,ATIVA,A-510/CENIPA/2016,NÃO,,0,1,NÃO,2011,"MANUTENÇÃO DE AERONAVE,PLANEJAMENTO GERENCIAL,SUPERVISÃO GERENCIAL",3,0,3,0,0,0,ADMINISTRAÇÃO INDIRETA,HELICÓPTERO,BELL HELICOPTER,206L-4,B06,TURBOEIXO,MONOMOTOR,7.0,1995.0,BRASIL,BRASIL,ADMINISTRAÇÃO INDIRETA,ITAITUBA,FORA DE AERODROMO,DECOLAGEM,PRIVADA,SUBSTANCIAL,0
